candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
11,0.95,mound,bench_mark_on_mound,K-35-050-4_x1344_y3024.png,K-35-050-4,322769.7859799291,4690845.787454296,50.0,2026-04-24T07:12:14.714412+00:00
53,0.2,not_mound,not_mound,K-35-042-3_x2688_y1344.png,K-35-042-3,473668.05023527273,4734482.034556808,50.0,2026-04-24T07:21:12.186071+00:00
64,0.2,not_mound,not_mound,K-35-050-4_x1680_y1008.png,K-35-050-4,324068.5055910902,4701530.542461296,50.0,2026-04-24T07:21:16.067938+00:00
147,0.15,not_mound,not_mound,K-35-042-3_x3696_y2352.png,K-35-042-3,477815.2788940846,4729652.13046579,50.0,2026-04-24T07:33:03.888739+00:00
150,0.4,mound,burial_mound,K-35-042-3_x1344_y2016.png,K-35-042-3,466275.8986206138,4731605.769193749,200.0,2026-04-24T07:19:00.146668+00:00
160,0.95,mound,burial_mound,K-35-042-3_x3696_y2688.png,K-35-042-3,477833.4153284696,4727160.248246107,50.0,2026-04-24T07:12:15.838002+00:00
237,1.0,mound,burial_mound,K-35-050-4_x3696_y3696.png,K-35-050-4,334910.0336445628,4688978.250500925,50.0,2026-04-24T07:05:27.130114+00:00
276,0.15,mound,burial_mound,K-35-051-3_x0_y3024.png,K-35-051-3,335903.1472525997,4691123.2018748,75.0,2026-04-24T07:33:06.887161+00:00
288,1.0,mound,burial_mound,K-35-050-4_x3360_y3024.png,K-35-050-4,332021.2557902749,4690710.398726586,200.0,2026-04-24T07:05:35.267510+00:00
373,0.85,mound,burial_mound,K-35-051-3_x336_y1680.png,K-35-051-3,338635.42459083704,4698657.2642791355,50.0,2026-04-24T07:16:18.133163+00:00
387,0.2,not_mound,not_mound,K-35-051-3_x2016_y3360.png,K-35-051-3,345675.124166516,4689710.0438632965,50.0,2026-04-24T07:21:18.028150+00:00
499,0.95,mound,burial_mound,K-35-051-4_x1344_y672.png,K-35-051-4,363183.50388242316,4701467.592736447,50.0,2026-04-24T07:12:17.106967+00:00
504,0.4,not_mound,not_mound,K-35-051-4_x1008_y2016.png,K-35-051-4,361223.74371445033,4695174.428619889,50.0,2026-04-24T07:19:01.712819+00:00
516,0.75,not_mound,not_mound,K-35-051-4_x0_y2016.png,K-35-051-4,356787.9980737567,4696429.192989312,50.0,2026-04-24T07:18:17.889204+00:00
615,0.15,not_mound,not_mound,K-35-051-4_x3696_y2352.png,K-35-051-4,375559.38308450487,4693220.2464174405,50.0,2026-04-24T07:33:09.252632+00:00
621,1.0,mound,bench_mark_on_mound,K-35-051-4_x3696_y3360.png,K-35-051-4,376117.9747674132,4688365.165090363,50.0,2026-04-24T07:05:42.017112+00:00
663,0.85,not_mound,not_mound,K-35-052-2_x0_y2688.png,K-35-052-2,398001.4721296636,4710403.9313706,50.0,2026-04-24T07:16:20.572178+00:00
701,0.95,not_mound,not_mound,K-35-051-4_x336_y2352.png,K-35-051-4,358372.91589152894,4694457.543153116,50.0,2026-04-24T07:12:19.876896+00:00
751,0.2,mound,settlement_mound,K-35-052-2_x2688_y3024.png,K-35-052-2,410767.99187880213,4708204.107468214,50.0,2026-04-24T07:21:21.531495+00:00
767,0.2,not_mound,not_mound,K-35-052-2_x3360_y2352.png,K-35-052-2,415162.52933821356,4712242.639163425,50.0,2026-04-24T07:21:22.805770+00:00
777,0.4,mound,burial_mound,K-35-052-2_x2016_y3024.png,K-35-052-2,407931.4257976249,4708878.636726735,50.0,2026-04-24T07:19:02.924410+00:00
787,0.2,not_mound,not_mound,K-35-052-2_x4032_y672.png,K-35-052-2,417552.4536303903,4720038.225181744,50.0,2026-04-24T07:21:24.220778+00:00
830,1.0,not_mound,not_mound,K-35-052-2_x336_y1680.png,K-35-052-2,399590.1064652229,4715304.78516088,50.0,2026-04-24T07:05:46.403440+00:00
855,0.2,not_mound,not_mound,K-35-052-3_x2016_y2352.png,K-35-052-3,386740.9958870939,4693675.152420306,50.0,2026-04-24T07:21:26.408358+00:00
877,0.15,not_mound,not_mound,K-35-052-3_x2016_y3360.png,K-35-052-3,387687.3599247545,4688745.601197546,50.0,2026-04-24T07:33:10.922513+00:00
878,0.2,not_mound,not_mound,K-35-052-3_x0_y3024.png,K-35-052-3,376459.1570870027,4690860.522211443,50.0,2026-04-24T07:21:27.674285+00:00
886,0.2,not_mound,not_mound,K-35-052-3_x2016_y2688.png,K-35-052-3,387486.1140868486,4692577.326831111,50.0,2026-04-24T07:21:28.754353+00:00
902,1.0,mound,burial_mound,K-35-052-3_x3696_y2352.png,K-35-052-3,396173.4809001427,4693955.820712791,50.0,2026-04-24T07:05:49.984877+00:00
917,0.2,not_mound,not_mound,K-35-052-3_x3360_y2016.png,K-35-052-3,394686.94695599185,4694732.173019153,50.0,2026-04-24T07:21:30.002393+00:00
946,0.85,mound,burial_mound,K-35-052-3_x2352_y0.png,K-35-052-3,388308.62996134494,4704559.878551948,200.0,2026-04-24T07:16:24.542693+00:00
1003,0.95,mound,settlement_mound,K-35-053-1_x2688_y672.png,K-35-053-1,432984.3651879688,4720482.868592125,50.0,2026-04-24T07:12:24.889928+00:00
1023,0.15,not_mound,not_mound,K-35-053-1_x2016_y2352.png,K-35-053-1,428507.33170650573,4710651.727036116,50.0,2026-04-24T07:33:12.158006+00:00
1063,0.15,not_mound,not_mound,K-35-053-1_x3024_y1344.png,K-35-053-1,433574.0734231068,4715929.176271362,50.0,2026-04-24T07:33:13.949108+00:00
1065,0.15,mound,burial_mound,K-35-053-1_x336_y2352.png,K-35-053-1,420814.7020304645,4711550.401824077,50.0,2026-04-24T07:33:15.688838+00:00
1076,0.4,not_mound,not_mound,K-35-053-1_x672_y336.png,K-35-053-1,422658.1883020003,4721692.016616052,50.0,2026-04-24T07:19:04.672872+00:00
1107,0.2,not_mound,not_mound,K-35-053-2_x1008_y2016.png,K-35-053-2,443755.0557200325,4712110.3858919935,50.0,2026-04-24T07:21:31.012087+00:00
1135,0.2,mound,burial_mound,K-35-053-2_x1680_y3360.png,K-35-053-2,448082.1563962679,4705496.040000921,50.0,2026-04-24T07:21:32.448872+00:00
