candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
138,0.2,not_mound,not_mound,K-35-052-3_x2016_y3360.png,K-35-052-3,387686.9075978939,4688737.944824605,,2026-06-06T13:02:31.087355+00:00
243,0.95,mound,burial_mound,K-35-054-1_Straldzha_4326_x0_y1344.png,K-35-054-1_Straldzha_4326,460429.07973453775,4716533.324676958,50.0,2026-06-06T13:02:04.754164+00:00
250,0.2,not_mound,not_mound,K-35-054-1_Straldzha_4326_x3360_y2688.png,K-35-054-1_Straldzha_4326,476152.2805375127,4710089.414453152,,2026-06-06T13:02:39.552556+00:00
257,0.95,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,478795.5578990487,4721283.61321121,75.0,2026-06-06T13:02:07.280457+00:00
260,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x1680_y3696.png,K-35-054-2_Atolov_4326,488685.29845241393,4705294.0488691265,150.0,2026-06-06T13:01:15.583599+00:00
262,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y336.png,K-35-054-2_Atolov_4326,492898.2065156497,4722072.202574785,75.0,2026-06-06T13:01:18.596208+00:00
268,1.0,not_mound,not_mound,K-35-054-2_Atolov_4326_x2688_y0.png,K-35-054-2_Atolov_4326,493151.55161891703,4722385.418227142,,2026-06-06T13:01:21.575959+00:00
275,1.0,mound,bench_mark_on_mound,K-35-054-3_Yambol_x1008_y2016.png,K-35-054-3_Yambol,464393.0397822034,4693987.496479179,200.0,2026-06-06T13:01:24.851877+00:00
437,0.4,mound,burial_mound,K-35-063-1_Granit_4326_x0_y2016.png,K-35-063-1_Granit_4326,335805.1075443344,4677794.834280397,50.0,2026-06-06T13:02:16.239585+00:00
448,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x1680_y1008.png,K-35-063-1_Granit_4326,344518.08339305525,4683280.328321628,75.0,2026-06-06T13:01:28.521381+00:00
449,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x1680_y1008.png,K-35-063-1_Granit_4326,344530.72899129125,4682659.4735425245,100.0,2026-06-06T13:01:33.124073+00:00
458,0.2,not_mound,not_mound,K-35-063-1_Granit_4326_x3360_y672.png,K-35-063-1_Granit_4326,351752.79112291883,4685419.224114462,,2026-06-06T13:02:44.039808+00:00
573,1.0,not_mound,not_mound,K-35-064-3_Dimitrovgrad_4326_x1344_y3024.png,K-35-064-3_Dimitrovgrad_4326,383142.188590064,4652755.051305021,,2026-06-06T13:01:34.626753+00:00
589,0.4,mound,burial_mound,K-35-064-4_Galabovo_4326_x2352_y3360.png,K-35-064-4_Galabovo_4326,409661.84430490085,4651681.7042207215,200.0,2026-06-06T13:02:19.609181+00:00
596,0.2,not_mound,not_mound,K-35-064-4_Galabovo_4326_x3696_y1008.png,K-35-064-4_Galabovo_4326,414961.21909139433,4663314.382759026,,2026-06-06T13:02:46.365960+00:00
599,1.0,mound,bench_mark_on_mound,K-35-064-4_Galabovo_4326_x672_y2688.png,K-35-064-4_Galabovo_4326,399909.9691280241,4654814.61475099,50.0,2026-06-06T13:01:36.825775+00:00
608,0.75,not_mound,not_mound,K-35-065-1_Radetski_4326_x3024_y672.png,K-35-065-1_Radetski_4326,433114.77144374035,4683623.61497596,,2026-06-06T13:02:13.543449+00:00
639,0.15,mound,burial_mound,K-35-065-3_Glavan_4326_x0_y2016.png,K-35-065-3_Glavan_4326,418507.25534286664,4658033.588985904,100.0,2026-06-06T13:03:04.494973+00:00
654,0.3,not_mound,not_mound,K-35-065-3_Glavan_4326_x4032_y2688.png,K-35-065-3_Glavan_4326,437291.87804651976,4653703.338335198,,2026-06-06T13:02:29.457712+00:00
686,1.0,mound,burial_mound,K-35-066-1_x1680_y672.png,K-35-066-1,468887.46146287007,4681737.89508796,200.0,2026-06-06T13:01:39.304934+00:00
759,0.85,mound,burial_mound,K-35-067-1_x0_y0.png,K-35-067-1,501341.68620723643,4685167.120720991,50.0,2026-06-06T13:02:12.226417+00:00
868,0.15,mound,burial_mound,K-35-067-4_x3024_y0.png,K-35-067-4,536788.4544796133,4667679.133877336,200.0,2026-06-06T13:03:08.237494+00:00
1026,0.2,not_mound,not_mound,K-35-075-1_x3696_y2352.png,K-35-075-1,353464.2943804739,4639060.672149002,,2026-06-06T13:02:49.360954+00:00
1031,0.15,not_mound,not_mound,K-35-075-1_x3024_y1008.png,K-35-075-1,349344.89129054174,4644932.118929049,,2026-06-06T13:03:10.552665+00:00
1052,1.0,mound,burial_mound,K-35-075-1_x672_y1008.png,K-35-075-1,338798.4701178747,4644958.21569198,50.0,2026-06-06T13:01:40.565513+00:00
1094,0.2,mound,burial_mound,K-35-075-4_x0_y672.png,K-35-075-4,356023.2431724813,4628982.981674416,200.0,2026-06-06T13:02:53.243428+00:00
1173,0.4,mound,trig_point_on_mound,K-35-076-2_x336_y1008.png,K-35-076-2,398102.5088614712,4643527.851606334,50.0,2026-06-06T13:02:21.212869+00:00
1174,0.2,not_mound,not_mound,K-35-076-2_x3024_y1344.png,K-35-076-2,412358.1563019119,4642800.935966109,,2026-06-06T13:02:54.956070+00:00
1184,1.0,mound,trig_point_on_mound,K-35-076-2_x336_y672.png,K-35-076-2,398933.71881453035,4646327.289787279,50.0,2026-06-06T13:01:42.077403+00:00
1218,1.0,mound,burial_mound,K-35-076-4_x3696_y1344.png,K-35-076-4,414668.83251179254,4623994.756090242,75.0,2026-06-06T13:01:44.449423+00:00
