candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
0,1.0,mound,burial_mound,K-35-053-2_x3360_y2688.png,K-35-053-2,456373.36335400614,4709868.731734925,50.0,2026-06-07T01:42:50.374486+00:00
1,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x4032_y3360.png,K-35-054-2_Atolov_4326,499482.4906291285,4706034.837081853,150.0,2026-06-07T01:43:10.374271+00:00
2,1.0,mound,burial_mound,K-35-054-4_Voynika_x2688_y0.png,K-35-054-4_Voynika,494402.1735617746,4703950.2074602,125.0,2026-06-07T01:43:17.897071+00:00
3,1.0,mound,burial_mound,K-35-064-2_Radnevo_4326_x3360_y1344.png,K-35-064-2_Radnevo_4326,414001.329288153,4679476.847226183,50.0,2026-06-07T01:43:19.637078+00:00
4,1.0,mound,burial_mound,K-35-076-1_x3360_y0.png,K-35-076-1,393262.87464999617,4649314.35293822,150.0,2026-06-07T01:43:27.507699+00:00
5,1.0,mound,burial_mound,K-35-042-3_x672_y0.png,K-35-042-3,462556.0361097849,4742063.029634662,50.0,2026-06-07T01:43:33.576092+00:00
6,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,477824.98528600344,4720992.904816691,100.0,2026-06-07T01:43:40.259893+00:00
7,1.0,mound,burial_mound,K-35-054-3_Yambol_x2016_y1008.png,K-35-054-3_Yambol,469112.2456867399,4698597.456527354,125.0,2026-06-07T01:43:44.063373+00:00
8,1.0,mound,burial_mound,K-35-055-3_x2016_y1008.png,K-35-055-3,511588.19828473794,4698469.713885826,200.0,2026-06-07T01:43:49.380903+00:00
9,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2352_y3360.png,K-35-063-1_Granit_4326,346370.4968413579,4670948.490063637,100.0,2026-06-07T01:43:55.653642+00:00
10,1.0,mound,burial_mound,K-35-063-4_Skobelevo_4326_x2688_y3360.png,K-35-063-4_Skobelevo_4326,369983.8935389879,4651330.477995916,75.0,2026-06-07T01:43:59.545568+00:00
11,1.0,mound,bench_mark_on_mound,K-35-064-2_Radnevo_4326_x3360_y2016.png,K-35-064-2_Radnevo_4326,414540.8364989495,4676923.0291082105,150.0,2026-06-07T01:44:06.011851+00:00
12,1.0,not_mound,not_mound,K-35-064-3_Dimitrovgrad_4326_x3696_y0.png,K-35-064-3_Dimitrovgrad_4326,395413.4299059544,4668839.532319372,,2026-06-07T01:44:11.326830+00:00
13,1.0,mound,burial_mound,K-35-066-2_x2352_y1680.png,K-35-066-2,492439.71657730016,4676564.37229165,200.0,2026-06-07T01:44:15.619166+00:00
14,1.0,mound,burial_mound,K-35-066-2_x2688_y3360.png,K-35-066-2,494272.8494433304,4668234.063108714,200.0,2026-06-07T01:44:18.990388+00:00
15,1.0,mound,burial_mound,K-35-075-2_x672_y2688.png,K-35-075-2,359359.74640825036,4637060.85158784,100.0,2026-06-07T01:44:26.638195+00:00
16,1.0,mound,burial_mound,K-35-052-3_x3024_y1008.png,K-35-052-3,391743.26427906967,4700899.556887005,200.0,2026-06-07T01:44:31.298640+00:00
17,1.0,mound,burial_mound,K-35-067-1_x3696_y3360.png,K-35-067-1,520272.10170179175,4668481.743413106,75.0,2026-06-07T01:44:34.871155+00:00
18,1.0,mound,bench_mark_on_mound,K-35-064-3_Dimitrovgrad_4326_x1344_y1344.png,K-35-064-3_Dimitrovgrad_4326,383789.4347737602,4661122.3235298535,200.0,2026-06-07T01:44:38.517609+00:00
19,1.0,mound,burial_mound,K-35-065-1_Radetski_4326_x1344_y1680.png,K-35-065-1_Radetski_4326,424081.9509464294,4678285.327080401,200.0,2026-06-07T01:44:41.036865+00:00
20,1.0,mound,burial_mound,K-35-067-1_x2352_y2016.png,K-35-067-1,512491.51778590004,4675775.077678316,200.0,2026-06-07T01:44:44.349334+00:00
21,1.0,mound,burial_mound,K-35-077-2_x0_y3024.png,K-35-077-2,439443.59328323277,4632968.345171443,200.0,2026-06-07T01:44:46.869158+00:00
22,1.0,mound,burial_mound,K-35-050-4_x1008_y672.png,K-35-050-4,321199.24923628476,4702907.85330254,75.0,2026-06-07T01:44:54.395022+00:00
23,1.0,mound,settlement_mound,K-35-063-3_Tatarevo_4326_x3360_y1008.png,K-35-063-3_Tatarevo_4326,351628.586245954,4664061.515289865,75.0,2026-06-07T01:45:06.064577+00:00
