candidate_id,inherited_human_label,inherited_symbol_type,dist_m,verifier_probability,source_tile,centroid_x,centroid_y
3870,not_mound,not_mound,0.33,1.0,K-35-077-2_x1680_y2352.png,446857.4223970147,4636855.716636768
1444,mound,burial_mound,0.6,1.0,K-35-066-2_x2688_y3360.png,494273.3854301103,4668232.924593629
3161,not_mound,not_mound,0.9,0.15,K-35-063-3_Tatarevo_4326_x2352_y2688.png,347396.76945545553,4655759.062780762
1602,mound,burial_mound,1.13,1.0,K-35-067-1_x3696_y3360.png,520274.21126455953,4668483.48159155
506,not_mound,not_mound,1.22,1.0,K-35-054-1_Straldzha_4326_x3696_y0.png,477566.0959412341,4722262.65944061
3909,mound,burial_mound,1.41,1.0,K-35-077-3_x1344_y336.png,424923.11882701796,4628991.387985212
1155,not_mound,not_mound,1.45,1.0,K-35-064-3_Dimitrovgrad_4326_x1344_y3024.png,383144.46804986155,4652757.67922298
1093,mound,bench_mark_on_mound,1.51,1.0,K-35-064-1_Sredets_4326_x1680_y2016.png,385789.19799088483,4677546.409964625
1664,not_mound,not_mound,1.63,0.4,K-35-067-2_x336_y2016.png,522198.6013093599,4676085.337285849
2892,not_mound,not_mound,1.73,0.85,K-35-053-1_x0_y336.png,418039.43344237085,4721689.663672805
1470,mound,bench_mark_on_mound,1.79,0.75,K-35-066-1_x3360_y3360.png,476964.77969892044,4668325.745573984
1061,not_mound,not_mound,1.9,0.95,K-35-063-4_Skobelevo_4326_x2016_y672.png,366356.660999813,4664929.192333169
3187,not_mound,not_mound,2.13,0.95,K-35-063-4_Skobelevo_4326_x672_y3024.png,358679.91617698106,4653273.051229923
2610,mound,burial_mound,2.13,1.0,K-35-077-2_x336_y3024.png,439444.1709469391,4632967.933136863
882,not_mound,not_mound,2.15,0.6,K-35-063-1_Granit_4326_x1344_y2016.png,342398.9574137459,4677611.493614365
2336,mound,burial_mound,2.16,0.95,K-35-076-2_x1344_y1008.png,403560.3763852355,4643665.1239992
129,not_mound,not_mound,2.29,0.4,K-35-051-4_x1680_y1008.png,365592.24328937824,4700633.424483058
4042,mound,burial_mound,2.3,1.0,K-35-054-2_Atolov_4326_x2352_y0.png,492751.82157014176,4722160.29908306
1582,not_mound,not_mound,2.33,0.2,K-35-066-4_x672_y2688.png,484392.30937021517,4653382.65986466
626,not_mound,not_mound,2.45,1.0,K-35-055-1_x336_y2352.png,502273.944410381,4711087.137349514
3194,mound,burial_mound,2.49,1.0,K-35-064-1_Sredets_4326_x2352_y1680.png,389191.99401827325,4678613.036198754
1417,not_mound,not_mound,2.78,0.2,K-35-066-1_x2688_y0.png,473688.06091270177,4685859.035372173
3751,not_mound,not_mound,2.79,0.15,K-35-075-4_x1008_y2352.png,360331.4209252348,4619642.103675175
2881,mound,burial_mound,2.88,0.85,K-35-052-3_x3024_y1008.png,391743.63626025757,4700902.3277922785
2762,not_mound,not_mound,3.14,0.7,K-35-077-3_x1008_y1344.png,422998.1320719778,4623450.049674357
724,mound,burial_mound,3.17,1.0,K-35-055-3_x2016_y1008.png,511589.04921110335,4698469.086084116
1806,not_mound,not_mound,3.18,0.4,K-35-074-1_x2352_y336.png,305977.32064349717,4650298.301875751
2570,not_mound,not_mound,3.31,0.95,K-35-077-2_x3360_y3360.png,454941.0614101942,4631353.012668048
1491,not_mound,not_mound,3.68,0.2,K-35-066-2_x672_y2016.png,483089.320479694,4675526.345181471
562,not_mound,not_mound,3.94,0.2,K-35-054-4_Voynika_x2352_y1344.png,492604.0169187112,4697343.796242603
1447,mound,burial_mound,4.04,0.85,K-35-066-2_x2352_y1680.png,492441.5536962876,4676565.674962197
3151,not_mound,not_mound,4.06,0.95,K-35-063-3_Tatarevo_4326_x1008_y1008.png,340778.94095319626,4665336.74027333
4219,not_mound,not_mound,4.21,0.15,K-35-074-1_x1344_y1008.png,299990.80785705,4646647.500494389
475,mound,burial_mound,4.76,1.0,K-35-054-1_Straldzha_4326_x3696_y336.png,478793.01251224,4721282.2884862665
3200,mound,burial_mound,4.8,0.2,K-35-063-4_Skobelevo_4326_x2688_y3360.png,369982.8386436575,4651331.682097457
3097,not_mound,not_mound,4.85,1.0,K-35-062-4_Asenovgrad_4326_x1008_y1008.png,319884.27578067005,4665355.930085298
2148,not_mound,not_mound,4.94,0.2,K-35-075-2_x2016_y0.png,365979.65576788515,4649890.308144611
870,mound,burial_mound,5.18,1.0,K-35-063-1_Granit_4326_x1680_y1008.png,344434.0486177363,4683225.532189321
1000,not_mound,not_mound,5.27,0.2,K-35-063-3_Tatarevo_4326_x1008_y1344.png,339508.68509670754,4662690.677304395
476,mound,burial_mound,5.77,1.0,K-35-054-1_Straldzha_4326_x3696_y336.png,477824.1599102387,4720991.167789535
3231,mound,bench_mark_on_mound,5.88,1.0,K-35-064-3_Dimitrovgrad_4326_x1344_y1344.png,383790.20888538565,4661124.124847672
3867,not_mound,not_mound,5.94,0.15,K-35-077-1_x336_y1344.png,420076.46115267655,4642313.418716613
1774,mound,burial_mound,6.04,0.95,K-35-067-4_x3360_y1680.png,537789.8364419058,4658882.150215887
3188,mound,burial_mound,6.04,1.0,K-35-064-1_Sredets_4326_x0_y1680.png,377178.7729594635,4678568.805193908
4164,mound,burial_mound,6.31,1.0,K-35-066-2_x1008_y336.png,485475.30959144776,4684943.418707068
3125,mound,burial_mound,6.34,0.95,K-35-063-1_Granit_4326_x2352_y3360.png,346371.47514585336,4670946.617216177
3230,mound,bench_mark_on_mound,6.58,0.95,K-35-064-2_Radnevo_4326_x3360_y2016.png,414538.73821831343,4676922.388300134
1052,mound,burial_mound,6.59,0.2,K-35-063-4_Skobelevo_4326_x2352_y2016.png,367495.6149770747,4658895.7135451585
2079,mound,burial_mound,6.63,1.0,K-35-075-2_x1344_y1008.png,363087.04317343584,4644907.664820694
2132,mound,burial_mound,6.65,0.85,K-35-075-2_x672_y2688.png,359359.2355621756,4637063.009128444
4312,not_mound,not_mound,6.68,0.2,K-35-076-3_x2016_y3024.png,385685.5457854627,4616722.8165801745
2914,not_mound,not_mound,7.03,1.0,K-35-053-2_x3360_y3024.png,455846.3366090029,4708052.265466155
2638,not_mound,not_mound,7.03,0.2,K-35-077-1_x1008_y2352.png,422725.2379031151,4637191.535086036
1180,not_mound,not_mound,7.05,1.0,K-35-064-4_Galabovo_4326_x1008_y3360.png,402718.6379335157,4652212.260486631
2329,mound,burial_mound,7.35,1.0,K-35-076-2_x1344_y1008.png,403548.45860202925,4643666.729417802
1062,not_mound,not_mound,7.35,1.0,K-35-063-4_Skobelevo_4326_x2016_y672.png,366561.07857934694,4664921.104130346
103,mound,burial_mound,7.75,0.2,K-35-051-3_x0_y2016.png,336286.367778293,4696959.708819725
2037,not_mound,not_mound,7.99,1.0,K-35-074-4_x672_y0.png,316795.83198158984,4632755.938502908
3657,mound,burial_mound,8.32,0.95,K-35-075-1_x2016_y1680.png,345832.47230587795,4642561.69679464
3861,not_mound,not_mound,8.33,0.15,K-35-077-1_x0_y336.png,418710.1427172482,4646941.020823181
2133,mound,burial_mound,8.42,0.85,K-35-075-2_x672_y2688.png,359424.0107709722,4637064.062698112
3365,not_mound,not_mound,8.55,0.15,K-35-066-2_x336_y1008.png,482303.65185239,4681412.78119289
1660,not_mound,not_mound,8.81,0.4,K-35-067-2_x1680_y1344.png,529224.919580244,4678374.0453186445
3860,mound,burial_mound,8.83,1.0,K-35-077-1_x3360_y1680.png,434306.4534379399,4640953.1377212405
2801,mound,burial_mound,8.88,0.2,K-35-042-3_x672_y0.png,462553.1181631834,4742062.527269201
783,not_mound,not_mound,8.99,0.65,K-35-056-3_x3024_y3360.png,557262.2006630728,4688220.622477507
1821,not_mound,not_mound,9.38,0.2,K-35-067-3_x1680_y2016.png,509908.1766354777,4656618.689835217
1975,mound,burial_mound,9.59,0.85,K-35-067-1_x2352_y2016.png,512490.6321861828,4675778.14804023
279,not_mound,not_mound,10.03,0.2,K-35-052-3_x3024_y3360.png,392987.86584712483,4688042.780947229
2197,mound,burial_mound,10.04,0.85,K-35-075-3_x4032_y1008.png,353989.28089927905,4627529.857288097
998,not_mound,not_mound,10.21,0.85,K-35-063-3_Tatarevo_4326_x3360_y1008.png,351630.6282242023,4664066.193522663
1168,not_mound,not_mound,10.22,0.95,K-35-064-3_Dimitrovgrad_4326_x3696_y2352.png,394652.21717249765,4655974.806341721
1255,mound,burial_mound,10.37,0.2,K-35-065-1_Radetski_4326_x1344_y1680.png,424090.05761831906,4678284.284499966
1942,not_mound,not_mound,10.39,0.95,K-35-074-3_x2016_y0.png,302248.4591974699,4632904.699051994
3203,not_mound,not_mound,10.49,0.2,K-35-064-1_Sredets_4326_x336_y0.png,378556.8261108254,4687402.568889833
1279,not_mound,not_mound,10.56,0.85,K-35-065-2_GManastir_4326_x4032_y672.png,458383.8718921272,4682040.473927027
3970,not_mound,not_mound,11.33,0.15,K-35-066-1_x1344_y1008.png,466814.23165608116,4680822.228183848
1064,mound,burial_mound,11.59,1.0,K-35-064-1_Sredets_4326_x1008_y2352.png,380771.07036676415,4674442.608206035
3265,mound,bench_mark_on_mound,12.09,0.95,K-35-064-4_Galabovo_4326_x672_y2688.png,399892.47933233675,4654807.199245811
522,mound,burial_mound,12.16,0.3,K-35-054-3_Yambol_x2016_y1008.png,469107.1158041218,4698595.202902234
849,not_mound,not_mound,12.19,0.2,K-35-062-4_Asenovgrad_4326_x672_y1680.png,317423.0711845178,4662097.089975784
817,mound,burial_mound,12.42,1.0,K-35-062-4_Asenovgrad_4326_x1680_y2352.png,321980.50712968025,4658707.089153555
374,mound,burial_mound,12.44,1.0,K-35-053-2_x1680_y3360.png,448099.25281033595,4705496.689957302
1425,not_mound,not_mound,12.53,0.75,K-35-066-2_x0_y1008.png,480797.2783402701,4679978.0567732155
227,not_mound,not_mound,12.95,0.95,K-35-052-2_x3360_y2352.png,414401.2968595297,4712031.962223902
159,mound,burial_mound,13.38,1.0,K-35-051-3_x672_y2352.png,339698.71659726196,4693585.462887018
20,mound,burial_mound,14.42,1.0,K-35-050-4_x1008_y672.png,321193.0665061431,4702906.5950301755
2155,not_mound,not_mound,14.54,1.0,K-35-075-2_x3696_y3024.png,373456.77001814166,4634699.961491723
1130,not_mound,not_mound,14.54,0.4,K-35-064-2_Radnevo_4326_x2352_y336.png,410093.5456875207,4684642.125100987
3252,mound,burial_mound,14.99,1.0,K-35-064-3_Dimitrovgrad_4326_x672_y1680.png,379066.7060111886,4659312.800673655
4167,mound,burial_mound,15.01,1.0,K-35-066-2_x336_y1680.png,481220.64132632717,4677720.684740137
