candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
45,0.2,not_mound,not_mound,K-35-042-3_x3696_y2352.png,K-35-042-3,477820.03356336924,4729653.891919007,,2026-04-27T10:12:36.988220+00:00
72,0.95,mound,burial_mound,K-35-042-3_x3696_y2688.png,K-35-042-3,477830.7127101921,4727160.367946734,50.0,2026-04-27T10:03:15.427964+00:00
100,1.0,mound,burial_mound,K-35-050-4_x3696_y3696.png,K-35-050-4,334911.50874025025,4688977.882430727,50.0,2026-04-27T09:56:44.434599+00:00
120,1.0,mound,bench_mark_on_mound,K-35-050-4_x1344_y3024.png,K-35-050-4,322768.459658162,4690845.487683116,50.0,2026-04-27T09:56:46.816959+00:00
129,0.2,not_mound,not_mound,K-35-050-4_x2352_y672.png,K-35-050-4,327456.46521611256,4702863.856345445,,2026-04-27T10:12:38.655609+00:00
233,0.95,not_mound,not_mound,K-35-050-4_x1680_y1008.png,K-35-050-4,324075.02864303114,4701511.82178904,,2026-04-27T10:03:18.512588+00:00
281,0.2,not_mound,not_mound,K-35-051-3_x0_y1680.png,K-35-051-3,336503.2262787047,4697170.17305746,,2026-04-27T10:12:41.113957+00:00
305,0.2,not_mound,not_mound,K-35-051-3_x2016_y3360.png,K-35-051-3,346432.42166401015,4688585.899090359,,2026-04-27T10:12:42.302448+00:00
365,0.2,not_mound,not_mound,K-35-051-3_x336_y2016.png,K-35-051-3,337388.6309512083,4695265.430915835,,2026-04-27T10:12:43.376911+00:00
433,0.4,not_mound,not_mound,K-35-051-3_x672_y1344.png,K-35-051-3,339295.1134309372,4698829.92753146,,2026-04-27T10:10:04.816978+00:00
436,0.95,mound,burial_mound,K-35-051-3_x336_y1344.png,K-35-051-3,338633.93619679805,4698653.410085464,50.0,2026-04-27T10:03:21.289791+00:00
461,0.2,not_mound,not_mound,K-35-051-4_x1680_y1008.png,K-35-051-4,365594.31851754023,4700634.384265759,,2026-04-27T10:12:44.671072+00:00
549,0.15,mound,burial_mound,K-35-051-3_x0_y2016.png,K-35-051-3,336295.8823728304,4696958.152680844,75.0,2026-04-27T10:17:17.617624+00:00
589,1.0,mound,bench_mark_on_mound,K-35-051-4_x3696_y3360.png,K-35-051-4,376116.4781662819,4688364.414035606,50.0,2026-04-27T09:56:48.808121+00:00
591,0.15,not_mound,not_mound,K-35-051-4_x3696_y2352.png,K-35-051-4,375560.1773297389,4693223.231314398,,2026-04-27T10:17:26.227722+00:00
622,0.2,not_mound,not_mound,K-35-051-4_x3696_y2016.png,K-35-051-4,374877.3883266639,4696056.399031933,,2026-04-27T10:12:46.972788+00:00
659,0.95,not_mound,not_mound,K-35-051-4_x336_y2352.png,K-35-051-4,358372.0171828123,4694457.894613335,,2026-04-27T10:03:22.789225+00:00
666,0.95,mound,burial_mound,K-35-051-3_x1008_y2016.png,K-35-051-3,341721.9153214452,4696087.341843923,75.0,2026-04-27T10:03:29.566395+00:00
685,0.85,not_mound,not_mound,K-35-052-2_x0_y2688.png,K-35-052-2,398001.6826664893,4710401.484843567,,2026-04-27T10:07:03.683098+00:00
714,0.2,not_mound,not_mound,K-35-052-2_x2688_y2016.png,K-35-052-2,411914.891285933,4712605.647918207,,2026-04-27T10:12:49.006993+00:00
772,0.2,not_mound,not_mound,K-35-052-2_x2688_y2688.png,K-35-052-2,411786.8850878407,4709839.900805458,,2026-04-27T10:12:50.613546+00:00
780,1.0,mound,burial_mound,K-35-051-4_x1008_y1008.png,K-35-051-4,360793.84899455425,4701050.738545369,50.0,2026-04-27T09:56:50.180799+00:00
793,0.2,not_mound,not_mound,K-35-052-2_x3024_y1008.png,K-35-052-2,413806.9735901525,4718491.493497884,,2026-04-27T10:12:52.690847+00:00
810,0.2,not_mound,not_mound,K-35-052-3_x0_y3024.png,K-35-052-3,376466.74916677683,4690856.611728957,,2026-04-27T10:12:54.054121+00:00
812,0.2,not_mound,not_mound,K-35-051-3_x3024_y672.png,K-35-051-3,351110.91765841376,4703240.731487218,,2026-04-27T10:12:55.655756+00:00
814,1.0,not_mound,not_mound,K-35-052-2_x672_y672.png,K-35-052-2,401607.43115406384,4720167.667669156,,2026-04-27T09:56:52.660347+00:00
849,0.2,not_mound,not_mound,K-35-052-3_x2016_y2352.png,K-35-052-3,386740.1817172005,4693675.720945858,,2026-04-27T10:12:57.914668+00:00
855,0.95,mound,burial_mound,K-35-042-3_x672_y0.png,K-35-042-3,462561.87200298795,4742064.034365583,200.0,2026-04-27T10:03:33.088816+00:00
861,1.0,not_mound,not_mound,K-35-052-2_x336_y1680.png,K-35-052-2,399589.65745068144,4715307.790421306,,2026-04-27T09:56:54.094197+00:00
862,1.0,not_mound,not_mound,K-35-052-2_x336_y1680.png,K-35-052-2,399562.0264034396,4715111.048461207,,2026-04-27T09:56:55.134951+00:00
933,0.2,not_mound,not_mound,K-35-052-3_x2016_y2688.png,K-35-052-3,387486.7352209562,4692574.98441856,,2026-04-27T10:12:59.127209+00:00
943,0.2,not_mound,not_mound,K-35-052-2_x3360_y2352.png,K-35-052-2,415164.25325783796,4712242.618130801,,2026-04-27T10:13:00.394369+00:00
944,0.95,not_mound,not_mound,K-35-052-2_x3360_y2352.png,K-35-052-2,414395.362695297,4712043.474254381,,2026-04-27T10:03:37.334524+00:00
953,0.2,not_mound,not_mound,K-35-052-3_x4032_y0.png,K-35-052-3,397072.3595464116,4704665.868128734,,2026-04-27T10:13:01.603120+00:00
964,0.85,mound,burial_mound,K-35-052-3_x3696_y2352.png,K-35-052-3,395286.1512784786,4694105.102890314,50.0,2026-04-27T10:07:04.999587+00:00
965,0.95,mound,burial_mound,K-35-052-3_x3696_y2352.png,K-35-052-3,396168.8418339091,4693953.890440726,50.0,2026-04-27T10:03:38.613273+00:00
975,0.15,not_mound,not_mound,K-35-052-3_x2016_y3360.png,K-35-052-3,387686.2338801939,4688742.176172599,,2026-04-27T10:17:27.660030+00:00
992,0.2,not_mound,not_mound,K-35-052-3_x336_y2352.png,K-35-052-3,379779.23562727915,4694344.707974994,,2026-04-27T10:13:03.003931+00:00
999,1.0,mound,burial_mound,K-35-052-3_x672_y3360.png,K-35-052-3,381119.5211706614,4688542.978405965,50.0,2026-04-27T09:56:56.756971+00:00
1017,0.65,mound,burial_mound,K-35-052-2_x2016_y3024.png,K-35-052-2,407932.53610977693,4708881.842792691,50.0,2026-04-27T10:09:54.770359+00:00
1051,0.2,not_mound,not_mound,K-35-051-3_x2016_y2016.png,K-35-051-3,346154.9449607287,4696203.007253866,,2026-04-27T10:13:04.227944+00:00
1078,0.95,mound,settlement_mound,K-35-053-1_x2688_y672.png,K-35-053-1,432983.62941204733,4720483.097806857,50.0,2026-04-27T10:03:40.824328+00:00
1091,0.95,mound,settlement_mound,K-35-052-2_x2688_y3024.png,K-35-052-2,410767.3813216889,4708201.338818747,50.0,2026-04-27T10:03:42.756720+00:00
1095,0.95,mound,burial_mound,K-35-053-1_x336_y2352.png,K-35-053-1,420815.30445779226,4711545.619585143,50.0,2026-04-27T10:03:44.094643+00:00
1106,0.2,not_mound,not_mound,K-35-053-1_x0_y336.png,K-35-053-1,418041.0664647742,4721689.089075887,,2026-04-27T10:13:05.646844+00:00
1129,0.2,not_mound,not_mound,K-35-052-3_x0_y2016.png,K-35-052-3,376845.56404632435,4694476.062770213,,2026-04-27T10:13:06.884907+00:00
1144,0.2,not_mound,not_mound,K-35-053-2_x1008_y2016.png,K-35-053-2,443752.76711109636,4712111.6259284625,,2026-04-27T10:13:07.917682+00:00
1152,0.2,not_mound,not_mound,K-35-052-3_x1344_y1008.png,K-35-052-3,383797.29488585313,4699756.909074871,,2026-04-27T10:13:09.509985+00:00
1173,0.2,mound,burial_mound,K-35-052-3_x1008_y2016.png,K-35-052-3,381704.81043554127,4696040.3677733205,150.0,2026-04-27T10:13:12.734953+00:00
1184,1.0,mound,burial_mound,K-35-053-1_x3696_y672.png,K-35-053-1,437345.2663634386,4719374.234841144,50.0,2026-04-27T09:56:57.685629+00:00
1185,0.75,not_mound,not_mound,K-35-053-2_x1344_y3024.png,K-35-053-2,445849.8365858305,4707898.745484107,,2026-04-27T10:09:04.032161+00:00
1235,0.95,not_mound,not_mound,K-35-053-2_x3024_y3024.png,K-35-053-2,454641.93951754185,4707157.996208347,,2026-04-27T10:03:45.231086+00:00
1248,0.2,mound,burial_mound,K-35-053-2_x3360_y2688.png,K-35-053-2,456374.5347529122,4709867.836037571,50.0,2026-04-27T10:13:14.142484+00:00
1261,1.0,not_mound,not_mound,K-35-052-3_x4032_y3360.png,K-35-052-3,396764.8847841769,4689050.202286387,,2026-04-27T09:56:59.053387+00:00
1315,0.15,mound,burial_mound,K-35-053-2_x0_y672.png,K-35-053-2,440069.1032247297,4719302.419218075,50.0,2026-04-27T10:17:29.055591+00:00
1335,0.85,not_mound,not_mound,K-35-053-2_x3360_y3024.png,K-35-053-2,455840.31747202005,4708048.6391907325,,2026-04-27T10:07:07.271298+00:00
1358,0.85,mound,bench_mark_on_mound,K-35-053-2_x3696_y2016.png,K-35-053-2,457770.7204287829,4712063.668776312,50.0,2026-04-27T10:07:08.549964+00:00
1368,0.2,not_mound,not_mound,K-35-053-2_x4032_y1008.png,K-35-053-2,458592.70607580873,4718685.9799322905,,2026-04-27T10:13:15.729633+00:00
1376,0.15,not_mound,not_mound,K-35-053-4_Boyadzhik_x0_y2688.png,K-35-053-4_Boyadzhik,439381.89367530006,4691325.800131378,,2026-04-27T10:17:30.291931+00:00
1379,0.4,not_mound,not_mound,K-35-053-4_Boyadzhik_x1680_y2016.png,K-35-053-4_Boyadzhik,447399.41974980856,4693689.249120108,,2026-04-27T10:10:06.005445+00:00
1405,1.0,mound,trig_point_on_mound,K-35-053-4_Boyadzhik_x2352_y1344.png,K-35-053-4_Boyadzhik,450646.0598869606,4697000.980878778,50.0,2026-04-27T09:57:00.396376+00:00
1406,1.0,mound,burial_mound,K-35-053-4_Boyadzhik_x2016_y1680.png,K-35-053-4_Boyadzhik,450045.010296166,4695749.020515876,50.0,2026-04-27T09:57:01.629576+00:00
1447,1.0,mound,trig_point_on_mound,K-35-053-4_Boyadzhik_x3360_y1344.png,K-35-053-4_Boyadzhik,455342.1359580341,4697353.703190054,50.0,2026-04-27T09:57:02.828826+00:00
1473,1.0,mound,burial_mound,K-35-053-4_Boyadzhik_x3696_y2016.png,K-35-053-4_Boyadzhik,456661.2942823143,4693737.100194244,50.0,2026-04-27T09:57:03.850436+00:00
1474,0.85,not_mound,not_mound,K-35-053-2_x4032_y1680.png,K-35-053-2,458610.1296211407,4715279.573404026,,2026-04-27T10:07:09.865752+00:00
1491,1.0,mound,bench_mark_on_mound,K-35-053-4_Boyadzhik_x3024_y1680.png,K-35-053-4_Boyadzhik,455129.7186739034,4695571.285005694,50.0,2026-04-27T09:57:05.148938+00:00
1492,1.0,mound,settlement_mound,K-35-054-1_Straldzha_4326_x0_y672.png,K-35-054-1_Straldzha_4326,460038.3231110442,4719067.3830551095,50.0,2026-04-27T09:57:09.635241+00:00
1493,0.95,mound,burial_mound,K-35-053-4_Boyadzhik_x2688_y672.png,K-35-053-4_Boyadzhik,453151.1271037148,4701331.510666653,50.0,2026-04-27T10:03:46.553510+00:00
1499,1.0,mound,burial_mound,K-35-053-4_Boyadzhik_x672_y1680.png,K-35-053-4_Boyadzhik,442569.41755364137,4695443.552293119,50.0,2026-04-27T09:57:10.774605+00:00
1502,0.95,mound,burial_mound,K-35-054-1_Straldzha_4326_x0_y1344.png,K-35-054-1_Straldzha_4326,460423.82695992966,4716532.910435107,50.0,2026-04-27T10:03:47.567834+00:00
1510,0.95,mound,burial_mound,K-35-054-1_Straldzha_4326_x1008_y2352.png,K-35-054-1_Straldzha_4326,465611.4619221934,4711427.616115964,50.0,2026-04-27T10:03:48.873410+00:00
1534,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x1344_y2352.png,K-35-054-1_Straldzha_4326,465647.4354176198,4711430.658575674,50.0,2026-04-27T09:57:11.756690+00:00
1540,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x1344_y3024.png,K-35-054-1_Straldzha_4326,467198.7895954902,4706928.857622968,50.0,2026-04-27T09:57:12.998164+00:00
1553,0.95,mound,burial_mound,K-35-054-1_Straldzha_4326_x1680_y2352.png,K-35-054-1_Straldzha_4326,468688.63391791796,4711597.078768836,50.0,2026-04-27T10:03:49.801479+00:00
1554,0.85,mound,burial_mound,K-35-054-1_Straldzha_4326_x1680_y2352.png,K-35-054-1_Straldzha_4326,468105.34206974733,4711254.61023124,50.0,2026-04-27T10:07:11.045649+00:00
1555,0.85,mound,burial_mound,K-35-054-1_Straldzha_4326_x1680_y2352.png,K-35-054-1_Straldzha_4326,468175.76196543046,4711303.923510401,50.0,2026-04-27T10:07:12.362202+00:00
1560,0.3,mound,burial_mound,K-35-053-4_Boyadzhik_x2352_y336.png,K-35-053-4_Boyadzhik,450822.76592343085,4703814.822595004,50.0,2026-04-27T10:11:53.954227+00:00
1562,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x1344_y3360.png,K-35-054-1_Straldzha_4326,467197.99651116505,4707091.870364936,200.0,2026-04-27T09:57:17.874111+00:00
1573,0.2,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,477826.636037533,4720996.378871002,100.0,2026-04-27T10:13:19.218380+00:00
1578,0.2,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,478794.39221046754,4721277.73152398,75.0,2026-04-27T10:13:22.429726+00:00
1589,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x1344_y1344.png,K-35-054-1_Straldzha_4326,465588.89695693186,4715822.698315332,50.0,2026-04-27T09:57:18.995425+00:00
1615,1.0,not_mound,not_mound,K-35-054-1_Straldzha_4326_x2016_y3360.png,K-35-054-1_Straldzha_4326,468814.39784524415,4705582.834996185,,2026-04-27T09:57:21.809080+00:00
1629,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3360_y1680.png,K-35-054-1_Straldzha_4326,476551.7187404469,4715069.032903952,50.0,2026-04-27T09:57:22.970607+00:00
1640,0.4,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x1344_y3024.png,K-35-054-1_Straldzha_4326,465755.5382475902,4708490.280082358,50.0,2026-04-27T10:10:07.377671+00:00
1676,1.0,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x3696_y1344.png,K-35-054-1_Straldzha_4326,478448.95955613995,4715713.813466602,50.0,2026-04-27T09:57:24.956107+00:00
1678,0.95,not_mound,not_mound,K-35-054-1_Straldzha_4326_x3024_y2352.png,K-35-054-1_Straldzha_4326,475116.02985499235,4711624.9662083015,,2026-04-27T10:03:51.309267+00:00
1685,1.0,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x2352_y2352.png,K-35-054-1_Straldzha_4326,471688.99385026295,4711875.03586176,50.0,2026-04-27T09:57:25.941043+00:00
1696,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3360_y2352.png,K-35-054-1_Straldzha_4326,475832.3410259868,4711757.24402727,50.0,2026-04-27T09:57:26.977489+00:00
1703,0.95,not_mound,not_mound,K-35-054-1_Straldzha_4326_x336_y1680.png,K-35-054-1_Straldzha_4326,461397.43363005744,4714433.58238683,,2026-04-27T10:03:53.451675+00:00
1725,0.95,mound,burial_mound,K-35-054-2_Atolov_4326_x1008_y2016.png,K-35-054-2_Atolov_4326,486088.40176272555,4711857.971239441,200.0,2026-04-27T10:03:56.754167+00:00
1726,0.85,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x672_y1680.png,K-35-054-1_Straldzha_4326,462779.0167182734,4714354.087980387,50.0,2026-04-27T10:07:13.564384+00:00
1738,0.4,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x3024_y1680.png,K-35-054-1_Straldzha_4326,475073.62742672494,4713833.732021383,50.0,2026-04-27T10:10:09.395440+00:00
