candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
56,1.0,mound,burial_mound,K-35-050-4_x1008_y672.png,K-35-050-4,321206.22244831687,4702903.035386288,100.0,2026-06-06T12:57:27.417701+00:00
62,0.2,not_mound,not_mound,K-35-050-4_x2352_y1344.png,K-35-050-4,327809.96692054224,4699960.879713807,,2026-06-06T12:59:55.473055+00:00
121,1.0,mound,burial_mound,K-35-051-4_x0_y2016.png,K-35-051-4,356778.7382095234,4696427.272064628,200.0,2026-06-06T12:57:30.952125+00:00
175,1.0,not_mound,not_mound,K-35-051-4_x1008_y2016.png,K-35-051-4,361234.1170079666,4695182.665172764,,2026-06-06T12:57:35.150441+00:00
177,0.2,mound,burial_mound,K-35-051-4_x672_y2016.png,K-35-051-4,359765.3266173606,4694958.473215463,200.0,2026-06-06T12:59:59.014822+00:00
212,1.0,mound,burial_mound,K-35-051-3_x0_y3024.png,K-35-051-3,335901.8027107137,4691129.121851553,75.0,2026-06-06T12:57:38.609285+00:00
266,0.95,not_mound,not_mound,K-35-053-1_x2688_y2016.png,K-35-053-1,431594.6556467844,4713205.962791209,,2026-06-06T12:59:01.010595+00:00
321,1.0,mound,settlement_mound,K-35-052-2_x2352_y3024.png,K-35-052-2,410741.5337575036,4708152.471004526,50.0,2026-06-06T12:57:44.133035+00:00
377,1.0,mound,burial_mound,K-35-050-4_x3360_y3024.png,K-35-050-4,332020.30468730046,4690711.9770300435,200.0,2026-06-06T12:57:46.562077+00:00
408,1.0,not_mound,not_mound,K-35-054-1_Straldzha_4326_x2352_y2352.png,K-35-054-1_Straldzha_4326,471903.088499465,4711794.328563955,,2026-06-06T12:57:49.785844+00:00
435,0.95,mound,burial_mound,K-35-054-2_Atolov_4326_x2016_y2016.png,K-35-054-2_Atolov_4326,491250.5846650958,4712390.9910636265,75.0,2026-06-06T12:59:03.307797+00:00
436,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y672.png,K-35-054-2_Atolov_4326,492439.1943504016,4720276.591887515,50.0,2026-06-06T12:57:51.355412+00:00
474,1.0,not_mound,not_mound,K-35-054-3_Yambol_x1008_y3696.png,K-35-054-3_Yambol,465297.86324466136,4686841.477477502,,2026-06-06T12:57:54.088659+00:00
488,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x1680_y1344.png,K-35-054-2_Atolov_4326,488925.16728430823,4716911.212309539,50.0,2026-06-06T12:57:55.406748+00:00
550,1.0,mound,burial_mound,K-35-055-1_x4032_y1008.png,K-35-055-1,520082.45572764415,4718093.03119008,50.0,2026-06-06T12:57:56.662561+00:00
703,0.2,not_mound,not_mound,K-35-062-4_Asenovgrad_4326_x3024_y2016.png,K-35-062-4_Asenovgrad_4326,329952.70479310583,4660154.138717846,,2026-06-06T13:00:00.412292+00:00
706,1.0,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x1344_y3024.png,K-35-062-4_Asenovgrad_4326,320859.5082962848,4655265.452010407,50.0,2026-06-06T12:57:57.619387+00:00
744,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2016_y3024.png,K-35-063-1_Granit_4326,346202.68712066335,4672650.883942025,75.0,2026-06-06T12:58:00.022084+00:00
822,0.2,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x2688_y2016.png,K-35-063-3_Tatarevo_4326,349125.2010069139,4660348.763861032,,2026-06-06T13:00:02.069186+00:00
831,1.0,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x0_y2688.png,K-35-063-3_Tatarevo_4326,335415.0842220165,4655237.811263326,,2026-06-06T12:58:02.193271+00:00
843,0.7,mound,settlement_mound,K-35-063-3_Tatarevo_4326_x3360_y1008.png,K-35-063-3_Tatarevo_4326,351672.38374845183,4664061.650406793,75.0,2026-06-06T12:59:39.265964+00:00
845,0.15,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x4032_y1680.png,K-35-063-3_Tatarevo_4326,354592.66979089903,4660324.498992043,,2026-06-06T13:00:33.558430+00:00
860,0.3,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x3696_y2016.png,K-35-063-3_Tatarevo_4326,354330.67672206747,4659083.098455174,,2026-06-06T12:59:51.295543+00:00
875,0.15,not_mound,not_mound,K-35-063-4_Skobelevo_4326_x3360_y1008.png,K-35-063-4_Skobelevo_4326,371773.88841801416,4663615.244979234,,2026-06-06T13:00:34.940951+00:00
994,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x1680_y1008.png,K-35-063-1_Granit_4326,344442.16934220947,4683290.4537242185,50.0,2026-06-06T12:58:03.386886+00:00
997,1.0,mound,bench_mark_on_mound,K-35-064-3_Dimitrovgrad_4326_x2016_y672.png,K-35-064-3_Dimitrovgrad_4326,387280.59165756265,4664710.662217023,200.0,2026-06-06T12:58:08.111717+00:00
1025,0.95,mound,trig_point_on_mound,K-35-064-4_Galabovo_4326_x2688_y2016.png,K-35-064-4_Galabovo_4326,410159.40196155105,4658296.159165569,125.0,2026-06-06T12:59:08.178200+00:00
1063,0.85,not_mound,not_mound,K-35-064-3_Dimitrovgrad_4326_x2016_y1680.png,K-35-064-3_Dimitrovgrad_4326,386041.995074193,4659316.004696274,,2026-06-06T12:59:25.956828+00:00
1077,0.2,not_mound,not_mound,K-35-065-1_Radetski_4326_x0_y672.png,K-35-065-1_Radetski_4326,418348.96914948453,4683628.77182102,,2026-06-06T13:00:05.787951+00:00
1107,0.2,not_mound,not_mound,K-35-065-1_Radetski_4326_x336_y3360.png,K-35-065-1_Radetski_4326,419404.8040448496,4669845.074229452,,2026-06-06T13:00:08.368610+00:00
1111,0.15,mound,burial_mound,K-35-065-2_GManastir_4326_x1680_y2688.png,K-35-065-2_GManastir_4326,447636.9559714505,4673131.345333239,125.0,2026-06-06T13:00:38.285753+00:00
1148,0.95,mound,trig_point_on_mound,K-35-065-3_Glavan_4326_x3360_y2352.png,K-35-065-3_Glavan_4326,434826.0744947032,4655183.000202012,50.0,2026-06-06T12:59:11.107021+00:00
1249,0.85,not_mound,not_mound,K-35-066-2_x0_y1344.png,K-35-066-2,480783.32637248485,4679972.432141108,,2026-06-06T12:59:28.805869+00:00
1263,1.0,mound,burial_mound,K-35-066-2_x1008_y1680.png,K-35-066-2,486078.7845863941,4676590.27157984,200.0,2026-06-06T12:58:10.426133+00:00
1282,1.0,mound,burial_mound,K-35-066-2_x336_y1680.png,K-35-066-2,481223.87567099597,4677727.116107695,50.0,2026-06-06T12:58:11.606845+00:00
1404,0.2,mound,burial_mound,K-35-067-1_x0_y0.png,K-35-067-1,501325.3692521899,4685173.224545928,50.0,2026-06-06T13:00:09.873697+00:00
1615,1.0,mound,burial_mound,K-35-066-1_x3360_y0.png,K-35-066-1,476421.4895468236,4685027.196083726,50.0,2026-06-06T12:58:12.818634+00:00
1657,0.2,not_mound,not_mound,K-35-074-1_x0_y2688.png,K-35-074-1,293400.0304992013,4638207.11836036,,2026-06-06T13:00:11.706487+00:00
1686,0.2,not_mound,not_mound,K-35-074-2_x3360_y3024.png,K-35-074-2,330867.60540834116,4635964.196605395,,2026-06-06T13:00:14.373388+00:00
1715,0.95,mound,burial_mound,K-35-074-3_x2016_y1344.png,K-35-074-3,302473.67860434024,4625876.188225554,50.0,2026-06-06T12:59:12.645512+00:00
1889,0.15,not_mound,not_mound,K-35-075-1_x3024_y3360.png,K-35-075-1,350011.64339619025,4633711.15236105,,2026-06-06T13:00:40.512314+00:00
2038,0.85,mound,burial_mound,K-35-076-1_x2352_y3024.png,K-35-076-1,387886.03531311103,4633834.20884823,75.0,2026-06-06T12:59:32.451731+00:00
2074,1.0,mound,burial_mound,K-35-076-1_x4032_y336.png,K-35-076-1,395619.0263410923,4648282.84404896,125.0,2026-06-06T12:58:21.829660+00:00
2102,0.95,mound,trig_point_on_mound,K-35-076-2_x1344_y1008.png,K-35-076-2,404615.0211242413,4643867.880385875,50.0,2026-06-06T12:59:14.107231+00:00
2159,1.0,mound,burial_mound,K-35-076-3_x1680_y336.png,K-35-076-3,383894.91562634846,4629855.676552241,200.0,2026-06-06T12:58:24.996324+00:00
2183,1.0,mound,burial_mound,K-35-076-3_x336_y336.png,K-35-076-3,377934.0035161985,4629843.078422361,75.0,2026-06-06T12:58:27.795294+00:00
2199,1.0,mound,bench_mark_on_mound,K-35-076-2_x1008_y672.png,K-35-076-2,402809.80431997793,4646128.360318923,50.0,2026-06-06T12:58:29.673299+00:00
2235,0.15,not_mound,not_mound,K-35-077-1_x0_y336.png,K-35-077-1,418707.5128953202,4646942.938699029,,2026-06-06T13:00:42.884170+00:00
