candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,buffer_metres,timestamp
0,0.95,mound,burial_mound,K-35-051-4_x1008_y2352.png,K-35-051-4,361368.418437154,4694086.595726084,75.0,2026-06-06T07:42:28.035000+00:00
1,0.2,not_mound,not_mound,K-35-051-4_x3360_y672.png,K-35-051-4,373203.8452107803,4703081.895437065,,2026-06-06T07:43:01.501714+00:00
2,0.2,mound,burial_mound,K-35-052-2_x1680_y3696.png,K-35-052-2,406329.6179219613,4705926.574578514,50.0,2026-06-06T07:43:02.965603+00:00
3,0.75,not_mound,not_mound,K-35-052-2_x2016_y336.png,K-35-052-2,407375.7159160912,4721634.015693019,,2026-06-06T07:42:49.230017+00:00
4,1.0,not_mound,not_mound,K-35-052-2_x4032_y3024.png,K-35-052-2,417627.1638302181,4709314.431418407,,2026-06-06T07:41:06.820032+00:00
5,1.0,mound,burial_mound,K-35-052-3_x336_y3024.png,K-35-052-3,378358.6095079489,4689889.141587816,125.0,2026-06-06T07:41:14.524048+00:00
6,1.0,mound,trig_point_on_mound,K-35-053-4_Boyadzhik_x3696_y1344.png,K-35-053-4_Boyadzhik,458089.4653025843,4697095.831983997,200.0,2026-06-06T07:41:18.144870+00:00
7,1.0,not_mound,not_mound,K-35-054-1_Straldzha_4326_x1344_y672.png,K-35-054-1_Straldzha_4326,466986.8192866589,4719711.429431816,,2026-06-06T07:41:19.462105+00:00
8,0.2,not_mound,not_mound,K-35-054-1_Straldzha_4326_x3360_y3024.png,K-35-054-1_Straldzha_4326,476497.5207352719,4708400.533018555,,2026-06-06T07:43:04.486787+00:00
9,0.2,not_mound,not_mound,K-35-055-3_x0_y3360.png,K-35-055-3,501239.86212904745,4686883.262014851,,2026-06-06T07:43:06.140418+00:00
10,1.0,not_mound,not_mound,K-35-055-3_x3360_y336.png,K-35-055-3,517881.8088167975,4702115.765769886,,2026-06-06T07:41:21.479491+00:00
11,0.15,not_mound,not_mound,K-35-055-4_x3024_y3360.png,K-35-055-4,537114.0809113466,4688212.616865607,,2026-06-06T07:43:31.674301+00:00
12,1.0,not_mound,not_mound,K-35-056-3_x2352_y1680.png,K-35-056-3,553796.2137273294,4695305.592558572,,2026-06-06T07:41:22.688231+00:00
13,0.3,mound,burial_mound,K-35-063-1_Granit_4326_x0_y1680.png,K-35-063-1_Granit_4326,335345.0067883569,4678965.7118044,50.0,2026-06-06T07:42:57.259998+00:00
14,0.3,mound,burial_mound,K-35-063-2_Chirpan_4326_x2016_y2352.png,K-35-063-2_Chirpan_4326,365913.2511589906,4675821.694853296,75.0,2026-06-06T07:43:00.074144+00:00
15,0.2,not_mound,not_mound,K-35-063-2_Chirpan_4326_x3024_y0.png,K-35-063-2_Chirpan_4326,370395.28891034005,4687662.264489399,,2026-06-06T07:43:08.145743+00:00
16,0.95,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x2688_y3696.png,K-35-062-4_Asenovgrad_4326,328498.1637773846,4651978.807113456,200.0,2026-06-06T07:42:31.280916+00:00
17,1.0,mound,burial_mound,K-35-063-4_Skobelevo_4326_x672_y336.png,K-35-063-4_Skobelevo_4326,359611.5222024581,4666613.582909843,200.0,2026-06-06T07:41:24.866619+00:00
18,1.0,not_mound,not_mound,K-35-064-1_Sredets_4326_x3696_y672.png,K-35-064-1_Sredets_4326,394290.1265516708,4683834.16419817,,2026-06-06T07:41:26.202082+00:00
19,1.0,not_mound,not_mound,K-35-064-3_Dimitrovgrad_4326_x4032_y0.png,K-35-064-3_Dimitrovgrad_4326,395728.07236228656,4668214.5512716565,,2026-06-06T07:41:27.257386+00:00
20,0.15,not_mound,not_mound,K-35-065-1_Radetski_4326_x336_y2352.png,K-35-065-1_Radetski_4326,419113.3294602536,4674569.882551977,,2026-06-06T07:43:33.073826+00:00
21,1.0,not_mound,not_mound,K-35-065-3_Glavan_4326_x2688_y3024.png,K-35-065-3_Glavan_4326,432084.8411643798,4651788.152883926,,2026-06-06T07:41:28.751189+00:00
22,0.65,mound,burial_mound,K-35-066-1_x2016_y672.png,K-35-066-1,469375.5801156805,4682238.190422741,125.0,2026-06-06T07:42:55.189086+00:00
23,0.2,mound,burial_mound,K-35-067-2_x2688_y3024.png,K-35-067-2,535084.1128283448,4670230.698999352,100.0,2026-06-06T07:43:13.008296+00:00
24,0.2,not_mound,not_mound,K-35-074-1_x2688_y1008.png,K-35-074-1,307419.3277279765,4647426.778524339,,2026-06-06T07:43:16.847961+00:00
25,0.2,not_mound,not_mound,K-35-074-2_x336_y1008.png,K-35-074-2,316349.4068213336,4646243.474738931,,2026-06-06T07:43:18.247317+00:00
26,0.15,not_mound,not_mound,K-35-074-2_x3360_y336.png,K-35-074-2,331360.4724174236,4649515.393191082,,2026-06-06T07:43:33.960319+00:00
27,0.2,mound,burial_mound,K-35-075-1_x2688_y1008.png,K-35-075-1,347841.1580949402,4645422.172766087,100.0,2026-06-06T07:43:22.132141+00:00
28,0.2,not_mound,not_mound,K-35-075-1_x3024_y3360.png,K-35-075-1,350017.78433177323,4633742.459109775,,2026-06-06T07:43:23.922834+00:00
29,1.0,mound,burial_mound,K-35-075-2_x4032_y2688.png,K-35-075-2,374873.3093354533,4635827.243902319,200.0,2026-06-06T07:41:31.720038+00:00
